Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,WHO Region
2020-06-07,Western Sahara,9,1,6,2,0,0,0,Africa
2020-06-07,Yemen,484,112,23,349,2,1,0,Eastern Mediterranean
2020-06-07,Zambia,1089,7,912,170,0,0,0,Africa
2020-06-07,Zimbabwe,282,4,34,244,3,0,1,Africa
2020-06-08,Afghanistan,20917,369,2171,18377,575,12,296,Eastern Mediterranean
2020-06-08,Albania,1263,34,945,284,17,0,7,Europe
2020-06-08,Algeria,10265,715,6799,2751,111,8,82,Africa
2020-06-08,Andorra,852,51,751,50,0,0,7,Europe
2020-06-08,Angola,92,4,38,50,1,0,14,Africa
2020-06-08,Antigua and Barbuda,26,3,20,3,0,0,0,Americas
2020-06-08,Argentina,23620,693,7305,15622,826,29,396,Americas
2020-06-08,Armenia,13325,211,4099,9015,195,11,85,Europe
2020-06-08,Australia,7267,102,6720,445,2,0,14,Western Pacific
2020-06-08,Austria,16968,672,15839,457,66,0,46,Europe
2020-06-08,Azerbaijan,7876,93,4377,3406,323,5,228,Europe
2020-06-08,Bahamas,103,11,64,28,0,0,2,Americas
2020-06-08,Bahrain,15417,27,10326,5064,654,1,858,Eastern Mediterranean
2020-06-08,Bangladesh,68504,930,14560,53014,2735,42,657,South-East Asia
2020-06-08,Barbados,92,7,81,4,0,0,0,Americas
2020-06-08,Belarus,49453,276,23880,25297,823,7,233,Europe
2020-06-08,Belgium,59348,9606,16315,33427,122,11,24,Europe
2020-06-08,Belize,19,2,16,1,0,0,0,Americas
2020-06-08,Benin,288,4,186,98,27,1,35,Africa
2020-06-08,Bhutan,59,0,14,45,0,0,3,South-East Asia
2020-06-08,Bolivia,13949,475,2159,11315,306,10,73,Americas
2020-06-08,Bosnia and Herzegovina,2704,160,2023,521,98,1,55,Europe
2020-06-08,Botswana,42,1,24,17,2,0,1,Africa
2020-06-08,Brazil,707412,37134,378257,292021,15654,679,94305,Americas
2020-06-08,Brunei,141,2,138,1,0,0,0,Western Pacific
2020-06-08,Bulgaria,2810,164,1587,1059,83,4,39,Europe
2020-06-08,Burkina Faso,890,53,765,72,1,0,0,Africa
2020-06-08,Burma,244,6,159,79,2,0,3,South-East Asia
2020-06-08,Burundi,83,1,45,37,0,0,0,Africa
2020-06-08,Cabo Verde,567,5,266,296,13,0,26,Africa
2020-06-08,Cambodia,126,0,123,3,0,0,0,Western Pacific
2020-06-08,Cameroon,8060,212,4748,3100,152,0,13,Africa
2020-06-08,Canada,97766,7909,0,89857,601,33,0,Americas
2020-06-08,Central African Republic,1850,5,38,1807,216,0,0,Africa
2020-06-08,Chad,839,70,685,84,2,1,13,Africa
2020-06-08,Chile,171452,2264,112248,56940,4696,627,4098,Americas
2020-06-08,China,84195,4638,77868,1689,4,0,10,Western Pacific
2020-06-08,Colombia,40719,1308,16459,22952,1483,49,2045,Americas
2020-06-08,Comoros,141,2,67,72,0,0,0,Africa
2020-06-08,Congo (Brazzaville),683,22,210,451,0,0,0,Africa
2020-06-08,Congo (Kinshasa),4106,88,537,3481,90,3,0,Africa
2020-06-08,Costa Rica,1342,11,712,619,24,1,8,Americas
2020-06-08,Cote d'Ivoire,3881,38,1869,1974,142,2,51,Africa
2020-06-08,Croatia,2247,104,2128,15,0,0,2,Europe
2020-06-08,Cuba,2200,83,1868,249,9,0,6,Americas
2020-06-08,Cyprus,970,18,807,145,6,0,0,Europe
2020-06-08,Czechia,9697,328,6994,2375,69,1,103,Europe
2020-06-08,Denmark,12149,593,10979,577,14,4,37,Europe
2020-06-08,Djibouti,4278,31,2013,2234,71,3,136,Eastern Mediterranean
2020-06-08,Dominica,18,0,16,2,0,0,0,Americas
2020-06-08,Dominican Republic,20126,539,12158,7429,526,1,151,Americas
2020-06-08,Ecuador,43378,3642,21020,18716,258,21,0,Americas
2020-06-08,Egypt,35444,1271,9375,24798,1365,34,414,Eastern Mediterranean
2020-06-08,El Salvador,3104,56,1379,1669,89,3,74,Americas
2020-06-08,Equatorial Guinea,1306,12,200,1094,0,0,0,Africa
2020-06-08,Eritrea,39,0,39,0,0,0,0,Africa
2020-06-08,Estonia,1940,69,1683,188,1,0,2,Europe
2020-06-08,Eswatini,340,3,229,108,7,0,4,Africa
2020-06-08,Ethiopia,2156,27,361,1768,136,0,17,Africa
2020-06-08,Fiji,18,0,18,0,0,0,0,Western Pacific
2020-06-08,Finland,7001,323,5800,878,20,0,0,Europe
2020-06-08,France,191445,29212,71182,91051,211,54,221,Europe
2020-06-08,Gabon,3101,21,833,2247,0,0,0,Africa
2020-06-08,Gambia,28,1,21,6,2,0,0,Africa
2020-06-08,Georgia,812,13,683,116,3,0,9,Europe
2020-06-08,Germany,186109,8695,169556,7858,359,10,332,Europe
2020-06-08,Ghana,9910,48,3645,6217,272,4,9,Africa
2020-06-08,Greece,3049,182,1374,1493,52,2,0,Europe
2020-06-08,Greenland,13,0,13,0,0,0,0,Europe
2020-06-08,Grenada,23,0,22,1,0,0,0,Americas
2020-06-08,Guatemala,7502,267,1323,5912,447,15,62,Americas
2020-06-08,Guinea,4216,23,2918,1275,99,0,41,Africa
2020-06-08,Guinea-Bissau,1389,12,153,1224,21,0,0,Africa
2020-06-08,Guyana,154,12,84,58,0,0,4,Americas
2020-06-08,Haiti,3538,54,24,3460,204,3,0,Americas
2020-06-08,Holy See,12,0,12,0,0,0,0,Europe
2020-06-08,Honduras,6450,262,740,5448,123,4,28,Americas
2020-06-08,Hungary,4014,548,2284,1182,6,2,5,Europe
2020-06-08,Iceland,1807,10,1794,3,0,0,0,Europe
2020-06-08,India,265928,7473,129095,129360,8442,266,5247,South-East Asia
2020-06-08,Indonesia,32033,1883,10904,19246,847,32,406,South-East Asia
2020-06-08,Iran,173832,8351,136360,29121,2043,70,2011,Eastern Mediterranean
2020-06-08,Iraq,13481,370,5572,7539,1115,24,386,Eastern Mediterranean
2020-06-08,Ireland,25207,1683,22698,826,6,4,0,Europe
2020-06-08,Israel,18032,298,15102,2632,169,0,11,Europe
2020-06-08,Italy,235278,33964,166584,34730,280,65,747,Europe
2020-06-08,Jamaica,599,10,405,184,1,0,0,Americas
2020-06-08,Japan,17060,920,15043,1097,21,3,53,Western Pacific
2020-06-08,Jordan,831,9,627,195,23,0,20,Eastern Mediterranean
2020-06-08,Kazakhstan,12859,56,7376,5427,165,0,0,Europe
2020-06-08,Kenya,2872,85,849,1938,105,1,97,Africa
2020-06-08,Kosovo,1263,31,912,320,121,1,41,Europe
2020-06-08,Kuwait,32510,269,21242,10999,662,5,1037,Eastern Mediterranean
2020-06-08,Kyrgyzstan,2032,23,1445,564,25,1,20,Europe
2020-06-08,Laos,19,0,18,1,0,0,0,Western Pacific
2020-06-08,Latvia,1088,26,781,281,0,1,0,Europe
2020-06-08,Lebanon,1350,30,779,541,19,0,11,Eastern Mediterranean
2020-06-08,Lesotho,4,0,2,2,0,0,0,Africa
2020-06-08,Liberia,370,30,195,145,11,0,1,Africa
2020-06-08,Libya,332,5,57,270,76,0,5,Eastern Mediterranean
2020-06-08,Liechtenstein,82,1,81,0,0,0,0,Europe
2020-06-08,Lithuania,1720,71,1331,318,6,0,3,Europe
2020-06-08,Luxembourg,4040,110,3901,29,1,0,2,Europe
2020-06-08,Madagascar,1094,9,254,831,42,0,21,Africa
2020-06-08,Malawi,443,4,55,384,5,0,0,Africa
2020-06-08,Malaysia,8329,117,6694,1518,7,0,20,Western Pacific
2020-06-08,Maldives,1916,8,925,983,13,0,98,South-East Asia
2020-06-08,Mali,1547,92,916,539,14,2,43,Africa
2020-06-08,Malta,630,9,596,25,1,0,0,Europe
2020-06-08,Mauritania,1104,59,119,926,55,4,11,Africa
2020-06-08,Mauritius,337,10,324,3,0,0,0,Africa
2020-06-08,Mexico,120102,14053,87633,18416,2999,354,3858,Americas
2020-06-08,Moldova,9807,353,5738,3716,107,12,100,Europe
2020-06-08,Monaco,99,4,93,2,0,0,0,Europe
2020-06-08,Mongolia,194,0,75,119,1,0,0,Western Pacific
2020-06-08,Montenegro,324,9,315,0,0,0,0,Europe
2020-06-08,Morocco,8302,208,7408,686,78,0,44,Eastern Mediterranean
2020-06-08,Mozambique,433,2,0,431,9,0,0,Africa
2020-06-08,Namibia,31,0,16,15,2,0,0,Africa
2020-06-08,Nepal,3762,14,488,3260,314,1,21,South-East Asia
2020-06-08,Netherlands,47938,6035,174,41729,165,3,0,Europe
2020-06-08,New Zealand,1504,22,1482,0,0,0,0,Western Pacific
2020-06-08,Nicaragua,1118,46,370,702,0,0,0,Americas
2020-06-08,Niger,973,65,869,39,0,0,2,Africa
2020-06-08,Nigeria,12801,361,4040,8400,315,7,81,Africa
2020-06-08,North Macedonia,3152,156,1653,1343,127,3,7,Europe
2020-06-08,Norway,8561,239,8138,184,14,1,0,Europe
2020-06-08,Oman,17486,81,3793,13612,604,6,342,Eastern Mediterranean
2020-06-08,Pakistan,108317,2172,35018,71127,4646,105,663,Eastern Mediterranean
2020-06-08,Panama,16854,398,10401,6055,429,5,183,Americas
2020-06-08,Papua New Guinea,8,0,8,0,0,0,0,Western Pacific
2020-06-08,Paraguay,1145,11,603,531,10,0,28,Americas
2020-06-08,Peru,199696,5571,89556,104569,3181,106,3337,Americas
2020-06-08,Philippines,22474,1011,4637,16826,579,8,107,Western Pacific
2020-06-08,Poland,27160,1166,12998,12996,599,9,143,Europe
2020-06-08,Portugal,34885,1485,21156,12244,192,6,161,Europe
2020-06-08,Qatar,70158,57,45935,24166,1368,3,1597,Eastern Mediterranean
2020-06-08,Romania,20604,1339,14826,4439,125,6,188,Europe
2020-06-08,Russia,476043,5963,230226,239854,8970,112,3954,Europe
2020-06-08,Rwanda,451,2,297,152,12,0,7,Africa
2020-06-08,Saint Kitts and Nevis,15,0,15,0,0,0,0,Americas
2020-06-08,Saint Lucia,19,0,18,1,0,0,0,Americas
2020-06-08,Saint Vincent and the Grenadines,27,0,16,11,0,0,0,Americas
2020-06-08,San Marino,687,42,478,167,7,0,50,Europe
2020-06-08,Sao Tome and Principe,513,12,68,433,0,0,0,Africa
2020-06-08,Saudi Arabia,105283,746,74524,30013,3369,34,1707,Eastern Mediterranean
2020-06-08,Senegal,4427,49,2699,1679,99,0,111,Africa
2020-06-08,Serbia,11896,250,11189,457,73,1,-159,Europe
2020-06-08,Seychelles,11,0,11,0,0,0,0,Africa
2020-06-08,Sierra Leone,1001,49,611,341,32,1,3,Africa
2020-06-08,Singapore,38296,25,25368,12903,386,0,482,Western Pacific
2020-06-08,Slovakia,1530,28,1396,106,2,0,7,Europe
2020-06-08,Slovenia,1485,109,1359,17,0,0,0,Europe
2020-06-08,Somalia,2368,84,470,1814,34,1,29,Eastern Mediterranean
2020-06-08,South Africa,50879,1080,26099,23700,2594,82,1735,Africa
2020-06-08,South Korea,11852,274,10589,989,38,1,26,Western Pacific
2020-06-08,South Sudan,1604,19,15,1570,287,5,9,Africa
2020-06-08,Spain,241717,27136,150376,64205,167,0,0,Europe
2020-06-08,Sri Lanka,1857,11,990,856,22,0,49,South-East Asia
2020-06-08,Sudan,6242,372,2059,3811,161,13,45,Eastern Mediterranean
2020-06-08,Suriname,128,2,9,117,6,1,0,Americas
2020-06-08,Sweden,45133,4694,0,40439,403,35,0,Europe
2020-06-08,Switzerland,30972,1923,28700,349,7,2,0,Europe
2020-06-08,Syria,144,6,0,138,3,0,0,Eastern Mediterranean
2020-06-08,Taiwan*,443,7,430,6,0,0,0,Western Pacific
2020-06-08,Tajikistan,4609,48,2763,1798,80,0,90,Europe
2020-06-08,Tanzania,509,21,183,305,0,0,0,Africa
2020-06-08,Thailand,3119,58,2973,88,7,0,1,South-East Asia
2020-06-08,Timor-Leste,24,0,0,24,0,0,0,South-East Asia
2020-06-08,Togo,497,13,251,233,2,0,3,Africa
2020-06-08,Trinidad and Tobago,117,8,109,0,0,0,1,Americas
2020-06-08,Tunisia,1087,49,982,56,0,0,0,Eastern Mediterranean
2020-06-08,Turkey,171121,4711,141380,25030,989,19,3411,Europe
2020-06-08,US,1961785,111774,518522,1331489,17415,505,12155,Americas
2020-06-08,Uganda,646,0,103,543,30,0,7,Africa
2020-06-08,Ukraine,28077,805,12657,14615,478,9,144,Europe
2020-06-08,United Arab Emirates,39376,281,22275,16820,568,5,469,Eastern Mediterranean
2020-06-08,United Kingdom,266756,40769,1255,224732,1094,55,16,Europe
2020-06-08,Uruguay,845,23,738,84,0,0,8,Americas
2020-06-08,Uzbekistan,4440,18,3357,1065,109,1,3,Europe
2020-06-08,Venezuela,2473,22,487,1964,96,0,0,Americas
2020-06-08,Vietnam,332,0,316,16,1,0,9,Western Pacific
2020-06-08,West Bank and Gaza,473,3,404,66,1,0,1,Eastern Mediterranean
2020-06-08,Western Sahara,9,1,6,2,0,0,0,Africa
2020-06-08,Yemen,496,112,23,361,12,0,0,Eastern Mediterranean
2020-06-08,Zambia,1200,10,912,278,111,3,0,Africa
2020-06-08,Zimbabwe,287,4,46,237,5,0,12,Africa
2020-06-09,Afghanistan,21459,384,2651,18424,542,15,480,Eastern Mediterranean
2020-06-09,Albania,1299,34,960,305,36,0,15,Europe
2020-06-09,Algeria,10382,724,6951,2707,117,9,152,Africa
2020-06-09,Andorra,852,51,757,44,0,0,6,Europe
2020-06-09,Angola,96,4,38,54,4,0,0,Africa
2020-06-09,Antigua and Barbuda,26,3,20,3,0,0,0,Americas
2020-06-09,Argentina,24761,717,7568,16476,1141,24,263,Americas
2020-06-09,Armenia,13675,217,4451,9007,350,6,352,Europe
2020-06-09,Australia,7274,102,6740,432,7,0,20,Western Pacific
2020-06-09,Austria,16979,672,15875,432,11,0,36,Europe
2020-06-09,Azerbaijan,8191,98,4606,3487,315,5,229,Europe
2020-06-09,Bahamas,103,11,64,28,0,0,0,Americas
2020-06-09,Bahrain,15731,29,10606,5096,314,2,280,Eastern Mediterranean
2020-06-09,Bangladesh,71675,975,15337,55363,3171,45,777,South-East Asia
2020-06-09,Barbados,92,7,81,4,0,0,0,Americas
2020-06-09,Belarus,50265,282,24506,25477,812,6,626,Europe
2020-06-09,Belgium,59437,9619,16324,33494,89,13,9,Europe
2020-06-09,Belize,20,2,16,2,1,0,0,Americas
2020-06-09,Benin,305,4,188,113,17,0,2,Africa
2020-06-09,Bhutan,59,0,17,42,0,0,3,South-East Asia
2020-06-09,Bolivia,14644,487,2190,11967,695,12,31,Americas
2020-06-09,Bosnia and Herzegovina,2728,160,2049,519,24,0,26,Europe
2020-06-09,Botswana,42,1,24,17,0,0,0,Africa
2020-06-09,Brazil,739503,38406,396737,304360,32091,1272,18480,Americas
2020-06-09,Brunei,141,2,138,1,0,0,0,Western Pacific
2020-06-09,Bulgaria,2889,167,1623,1099,79,3,36,Europe
2020-06-09,Burkina Faso,891,53,765,73,1,0,0,Africa
2020-06-09,Burma,246,6,159,81,2,0,0,South-East Asia
2020-06-09,Burundi,83,1,45,37,0,0,0,Africa
2020-06-09,Cabo Verde,585,5,270,310,18,0,4,Africa
2020-06-09,Cambodia,126,0,125,1,0,0,2,Western Pacific
2020-06-09,Cameroon,8312,212,4794,3306,252,0,46,Africa
2020-06-09,Canada,98228,7969,0,90259,462,60,0,Americas
2020-06-09,Central African Republic,1850,5,38,1807,0,0,0,Africa
2020-06-09,Chad,844,71,706,67,5,1,21,Africa
2020-06-09,Chile,175365,2283,117361,55721,3913,19,5113,Americas
2020-06-09,China,84198,4638,77875,1685,3,0,7,Western Pacific
2020-06-09,Colombia,42078,1372,16459,24247,1359,64,0,Americas
2020-06-09,Comoros,141,2,67,72,0,0,0,Africa
2020-06-09,Congo (Brazzaville),728,24,221,483,45,2,11,Africa
2020-06-09,Congo (Kinshasa),4259,90,539,3630,153,2,2,Africa
2020-06-09,Costa Rica,1375,11,717,647,33,0,5,Americas
2020-06-09,Cote d'Ivoire,3995,38,2045,1912,114,0,176,Africa
2020-06-09,Croatia,2247,106,2130,11,0,2,2,Europe
2020-06-09,Cuba,2205,83,1880,242,5,0,12,Americas
2020-06-09,Cyprus,972,18,807,147,2,0,0,Europe
2020-06-09,Czechia,9751,328,7053,2370,54,0,59,Europe
2020-06-09,Denmark,12188,593,11036,559,39,0,57,Europe
2020-06-09,Djibouti,4331,34,2139,2158,53,3,126,Eastern Mediterranean
2020-06-09,Dominica,18,0,16,2,0,0,0,Americas
2020-06-09,Dominican Republic,20415,544,12208,7663,289,5,50,Americas
2020-06-09,Ecuador,43917,3690,21020,19207,539,48,0,Americas
2020-06-09,Egypt,36829,1306,9786,25737,1385,35,411,Eastern Mediterranean
2020-06-09,El Salvador,3191,60,1419,1712,87,4,40,Americas
2020-06-09,Equatorial Guinea,1306,12,200,1094,0,0,0,Africa
2020-06-09,Eritrea,39,0,39,0,0,0,0,Africa
2020-06-09,Estonia,1947,69,1684,194,7,0,1,Europe
2020-06-09,Eswatini,371,3,232,136,31,0,3,Africa
2020-06-09,Ethiopia,2336,32,379,1925,180,5,18,Africa
2020-06-09,Fiji,18,0,18,0,0,0,0,Western Pacific
2020-06-09,Finland,7025,324,5800,901,24,1,0,Europe
2020-06-09,France,191849,29299,71626,90924,404,87,444,Europe
2020-06-09,Gabon,3247,21,938,2288,146,0,105,Africa
2020-06-09,Gambia,28,1,21,6,0,0,0,Africa
2020-06-09,Georgia,818,13,686,119,6,0,3,Europe
2020-06-09,Germany,186506,8736,170129,7641,397,41,573,Europe
2020-06-09,Ghana,10201,48,3755,6398,291,0,110,Africa
2020-06-09,Greece,3058,183,1374,1501,9,1,0,Europe
2020-06-09,Greenland,13,0,13,0,0,0,0,Europe
2020-06-09,Grenada,23,0,22,1,0,0,0,Americas
2020-06-09,Guatemala,7866,289,1413,6164,364,22,90,Americas
2020-06-09,Guinea,4258,23,2942,1293,42,0,24,Africa
2020-06-09,Guinea-Bissau,1389,12,153,1224,0,0,0,Africa
2020-06-09,Guyana,156,12,86,58,2,0,2,Americas
2020-06-09,Haiti,3662,56,24,3582,124,2,0,Americas
2020-06-09,Holy See,12,0,12,0,0,0,0,Europe
2020-06-09,Honduras,6935,271,787,5877,485,9,47,Americas
2020-06-09,Hungary,4017,550,2324,1143,3,2,40,Europe
2020-06-09,Iceland,1807,10,1794,3,0,0,0,Europe
2020-06-09,India,276146,7750,134670,133726,10218,277,5575,South-East Asia
2020-06-09,Indonesia,33076,1923,11414,19739,1043,40,510,South-East Asia
2020-06-09,Iran,175927,8425,138457,29045,2095,74,2097,Eastern Mediterranean
2020-06-09,Iraq,14268,392,5831,8045,787,22,259,Eastern Mediterranean
2020-06-09,Ireland,25215,1691,22698,826,8,8,0,Europe
2020-06-09,Israel,18180,299,15159,2722,148,1,57,Europe
2020-06-09,Italy,235561,34043,168646,32872,283,79,2062,Europe
2020-06-09,Jamaica,605,10,405,190,6,0,0,Americas
2020-06-09,Japan,17111,920,15141,1050,51,0,98,Western Pacific
2020-06-09,Jordan,845,9,657,179,14,0,30,Eastern Mediterranean
2020-06-09,Kazakhstan,13074,61,8015,4998,215,5,639,Europe
2020-06-09,Kenya,2989,88,873,2028,117,3,24,Africa
2020-06-09,Kosovo,1263,31,912,320,0,0,0,Europe
2020-06-09,Kuwait,33140,273,22162,10705,630,4,920,Eastern Mediterranean
2020-06-09,Kyrgyzstan,2055,24,1483,548,23,1,38,Europe
2020-06-09,Laos,19,0,19,0,0,0,1,Western Pacific
2020-06-09,Latvia,1089,26,794,269,1,0,13,Europe
2020-06-09,Lebanon,1368,30,795,543,18,0,16,Eastern Mediterranean
2020-06-09,Lesotho,4,0,2,2,0,0,0,Africa
2020-06-09,Liberia,383,31,199,153,13,1,4,Africa
2020-06-09,Libya,359,5,58,296,27,0,1,Eastern Mediterranean
2020-06-09,Liechtenstein,82,1,81,0,0,0,0,Europe
2020-06-09,Lithuania,1727,72,1338,317,7,1,7,Europe
2020-06-09,Luxembourg,4046,110,3902,34,6,0,1,Europe
2020-06-09,Madagascar,1138,9,274,855,44,0,20,Africa
2020-06-09,Malawi,455,4,55,396,12,0,0,Africa
2020-06-09,Malaysia,8336,117,6975,1244,7,0,281,Western Pacific
2020-06-09,Maldives,1942,8,1010,924,26,0,85,South-East Asia
2020-06-09,Mali,1586,94,931,561,39,2,15,Africa
2020-06-09,Malta,632,9,597,26,2,0,1,Europe
2020-06-09,Mauritania,1162,61,139,962,58,2,20,Africa
2020-06-09,Mauritius,337,10,324,3,0,0,0,Africa
2020-06-09,Mexico,124301,14649,90748,18904,4199,596,3115,Americas
2020-06-09,Moldova,10025,365,5797,3863,218,12,59,Europe
2020-06-09,Monaco,99,4,93,2,0,0,0,Europe
2020-06-09,Mongolia,194,0,87,107,0,0,12,Western Pacific
2020-06-09,Montenegro,324,9,315,0,0,0,0,Europe
2020-06-09,Morocco,8437,210,7493,734,135,2,85,Eastern Mediterranean
2020-06-09,Mozambique,453,2,0,451,20,0,0,Africa
2020-06-09,Namibia,31,0,16,15,0,0,0,Africa
2020-06-09,Nepal,4086,15,584,3487,324,1,96,South-East Asia
2020-06-09,Netherlands,48102,6050,174,41878,164,15,0,Europe
2020-06-09,New Zealand,1504,22,1482,0,0,0,0,Western Pacific
2020-06-09,Nicaragua,1464,55,953,456,346,9,583,Americas
2020-06-09,Niger,974,65,871,38,1,0,2,Africa
2020-06-09,Nigeria,13464,365,4206,8893,663,4,166,Africa
2020-06-09,North Macedonia,3239,157,1658,1424,87,1,5,Europe
2020-06-09,Norway,8576,239,8138,199,15,0,0,Europe
2020-06-09,Oman,18198,83,4152,13963,712,2,359,Eastern Mediterranean
2020-06-09,Pakistan,113702,2255,36308,75139,5385,83,1290,Eastern Mediterranean
2020-06-09,Panama,17233,403,10561,6269,379,5,160,Americas
2020-06-09,Papua New Guinea,8,0,8,0,0,0,0,Western Pacific
2020-06-09,Paraguay,1187,11,604,572,42,0,1,Americas
2020-06-09,Peru,203736,5738,92929,105069,4040,167,3373,Americas
2020-06-09,Philippines,22992,1017,4736,17239,518,6,99,Western Pacific
2020-06-09,Poland,27560,1183,13196,13181,400,17,198,Europe
2020-06-09,Portugal,35306,1492,21339,12475,421,7,183,Europe
2020-06-09,Qatar,71879,62,47569,24248,1721,5,1634,Eastern Mediterranean
2020-06-09,Romania,20749,1354,14910,4485,145,15,84,Europe
2020-06-09,Russia,484630,6134,241917,236579,8587,171,11691,Europe
2020-06-09,Rwanda,463,2,300,161,12,0,3,Africa
2020-06-09,Saint Kitts and Nevis,15,0,15,0,0,0,0,Americas
2020-06-09,Saint Lucia,19,0,18,1,0,0,0,Americas
2020-06-09,Saint Vincent and the Grenadines,27,0,25,2,0,0,9,Americas
2020-06-09,San Marino,688,42,483,163,1,0,5,Europe
2020-06-09,Sao Tome and Principe,514,12,76,426,1,0,8,Africa
2020-06-09,Saudi Arabia,108571,783,76339,31449,3288,37,1815,Eastern Mediterranean
2020-06-09,Senegal,4516,52,2809,1655,89,3,110,Africa
2020-06-09,Serbia,11965,250,11268,447,69,0,79,Europe
2020-06-09,Seychelles,11,0,11,0,0,0,0,Africa
2020-06-09,Sierra Leone,1025,50,621,354,24,1,10,Africa
2020-06-09,Singapore,38514,25,25877,12612,218,0,509,Western Pacific
2020-06-09,Slovakia,1531,28,1402,101,1,0,6,Europe
2020-06-09,Slovenia,1486,109,1359,18,1,0,0,Europe
2020-06-09,Somalia,2416,85,489,1842,48,1,19,Eastern Mediterranean
2020-06-09,South Africa,52991,1162,29006,22823,2112,82,2907,Africa
2020-06-09,South Korea,11902,276,10611,1015,50,2,22,Western Pacific
2020-06-09,South Sudan,1604,19,15,1570,0,0,0,Africa
2020-06-09,Spain,241966,27136,150376,64454,249,0,0,Europe
2020-06-09,Sri Lanka,1859,11,1057,791,2,0,67,South-East Asia
2020-06-09,Sudan,6427,389,2127,3911,185,17,68,Eastern Mediterranean
2020-06-09,Suriname,137,2,9,126,9,0,0,Americas
2020-06-09,Sweden,45924,4717,0,41207,791,23,0,Europe
2020-06-09,Switzerland,30988,1934,28700,354,16,11,0,Europe
2020-06-09,Syria,146,6,0,140,2,0,0,Eastern Mediterranean
2020-06-09,Taiwan*,443,7,431,5,0,0,1,Western Pacific
2020-06-09,Tajikistan,4690,48,2815,1827,81,0,52,Europe
2020-06-09,Tanzania,509,21,183,305,0,0,0,Africa
2020-06-09,Thailand,3121,58,2973,90,2,0,0,South-East Asia
2020-06-09,Timor-Leste,24,0,0,24,0,0,0,South-East Asia
2020-06-09,Togo,501,13,260,228,4,0,9,Africa
2020-06-09,Trinidad and Tobago,117,8,109,0,0,0,0,Americas
2020-06-09,Tunisia,1087,49,982,56,0,0,0,Eastern Mediterranean
2020-06-09,Turkey,172114,4729,144598,22787,993,18,3218,Europe
2020-06-09,US,1979912,112714,524855,1342343,18127,940,6333,Americas
2020-06-09,Uganda,657,0,118,539,11,0,15,Africa
2020-06-09,Ukraine,28479,818,12892,14769,402,13,235,Europe
2020-06-09,United Arab Emirates,39904,283,22740,16881,528,2,465,Eastern Mediterranean
2020-06-09,United Kingdom,267915,41060,1257,225598,1159,291,2,Europe
2020-06-09,Uruguay,846,23,754,69,1,0,16,Americas
2020-06-09,Uzbekistan,4520,18,3459,1043,80,0,102,Europe
2020-06-09,Venezuela,2632,23,487,2122,159,1,0,Americas
2020-06-09,Vietnam,332,0,316,16,0,0,0,Western Pacific
2020-06-09,West Bank and Gaza,481,3,404,74,8,0,0,Eastern Mediterranean
2020-06-09,Western Sahara,9,1,6,2,0,0,0,Africa
2020-06-09,Yemen,524,127,23,374,28,15,0,Eastern Mediterranean
2020-06-09,Zambia,1200,10,912,278,0,0,0,Africa
2020-06-09,Zimbabwe,314,4,46,264,27,0,0,Africa
2020-06-10,Afghanistan,22142,405,3013,18724,683,21,362,Eastern Mediterranean
2020-06-10,Albania,1341,34,980,327,42,0,20,Europe
2020-06-10,Algeria,10484,732,7074,2678,102,8,123,Africa
2020-06-10,Andorra,852,51,759,42,0,0,2,Europe
2020-06-10,Angola,113,4,40,69,17,0,2,Africa
2020-06-10,Antigua and Barbuda,26,3,20,3,0,0,0,Americas
2020-06-10,Argentina,25987,735,7991,17261,1226,18,423,Americas
2020-06-10,Armenia,14103,227,5226,8650,428,10,775,Europe
2020-06-10,Australia,7285,102,6759,424,11,0,19,Western Pacific
2020-06-10,Austria,17005,673,15910,422,26,1,35,Europe
2020-06-10,Azerbaijan,8530,102,4720,3708,339,4,114,Europe
2020-06-10,Bahamas,103,11,67,25,0,0,3,Americas
2020-06-10,Bahrain,16200,31,11109,5060,469,2,503,Eastern Mediterranean
2020-06-10,Bangladesh,74865,1012,15900,57953,3190,37,563,South-East Asia
2020-06-10,Barbados,96,7,83,6,4,0,2,Americas
2020-06-10,Belarus,51066,288,25667,25111,801,6,1161,Europe
2020-06-10,Belgium,59569,9629,16392,33548,132,10,68,Europe
2020-06-10,Belize,20,2,16,2,0,0,0,Americas
2020-06-10,Benin,305,4,188,113,0,0,0,Africa
2020-06-10,Bhutan,59,0,18,41,0,0,1,South-East Asia
2020-06-10,Bolivia,15281,512,2261,12508,637,25,71,Americas
2020-06-10,Bosnia and Herzegovina,2775,161,2063,551,47,1,14,Europe
2020-06-10,Botswana,48,1,24,23,6,0,0,Africa
2020-06-10,Brazil,772416,39680,413916,318820,32913,1274,17179,Americas
2020-06-10,Brunei,141,2,138,1,0,0,0,Western Pacific
2020-06-10,Bulgaria,2993,167,1664,1162,104,0,41,Europe
2020-06-10,Burkina Faso,891,53,765,73,0,0,0,Africa
2020-06-10,Burma,248,6,165,77,2,0,6,South-East Asia
2020-06-10,Burundi,83,1,45,37,0,0,0,Africa
2020-06-10,Cabo Verde,615,5,294,316,30,0,24,Africa
2020-06-10,Cambodia,126,0,125,1,0,0,0,Western Pacific
2020-06-10,Cameroon,8681,212,4836,3633,369,0,42,Africa
