Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,WHO Region
2020-06-14,El Salvador,3720,74,1846,1800,117,2,108,Americas
2020-06-14,Equatorial Guinea,1306,12,200,1094,0,0,0,Africa
2020-06-14,Eritrea,96,0,39,57,31,0,0,Africa
2020-06-14,Estonia,1973,69,1705,199,0,0,0,Europe
2020-06-14,Eswatini,490,4,249,237,4,1,2,Africa
2020-06-14,Ethiopia,3345,57,545,2743,179,2,50,Africa
2020-06-14,Fiji,18,0,18,0,0,0,0,Western Pacific
2020-06-14,Finland,7104,326,6200,578,17,1,0,Europe
2020-06-14,France,194479,29410,72982,92087,407,9,51,Europe
2020-06-14,Gabon,3463,23,1024,2416,0,0,0,Africa
2020-06-14,Gambia,28,1,24,3,0,0,0,Africa
2020-06-14,Georgia,864,14,703,147,13,0,1,Europe
2020-06-14,Germany,187518,8801,172089,6628,251,8,119,Europe
2020-06-14,Ghana,11964,54,4258,7652,846,6,279,Africa
2020-06-14,Greece,3121,183,1374,1564,9,0,0,Europe
2020-06-14,Greenland,13,0,13,0,0,0,0,Europe
2020-06-14,Grenada,23,0,22,1,0,0,0,Americas
2020-06-14,Guatemala,9845,384,1886,7575,354,17,82,Americas
2020-06-14,Guinea,4532,25,3234,1273,48,0,21,Africa
2020-06-14,Guinea-Bissau,1460,15,153,1292,0,0,0,Africa
2020-06-14,Guyana,159,12,99,48,0,0,4,Americas
2020-06-14,Haiti,4165,70,24,4071,0,0,0,Americas
2020-06-14,Holy See,12,0,12,0,0,0,0,Europe
2020-06-14,Honduras,8858,312,967,7579,403,2,73,Americas
2020-06-14,Hungary,4069,562,2482,1025,5,3,6,Europe
2020-06-14,Iceland,1810,10,1796,4,2,0,2,Europe
2020-06-14,India,332424,9520,169798,153106,11502,325,7419,South-East Asia
2020-06-14,Indonesia,38277,2134,14531,21612,857,43,755,South-East Asia
2020-06-14,Iran,187427,8837,148674,29916,2472,107,1926,Eastern Mediterranean
2020-06-14,Iraq,20209,607,8121,11481,1259,58,606,Eastern Mediterranean
2020-06-14,Ireland,25303,1706,22698,899,8,1,0,Europe
2020-06-14,Israel,19055,300,15375,3380,83,0,18,Europe
2020-06-14,Italy,236989,34345,176370,26274,338,44,1505,Europe
2020-06-14,Jamaica,617,10,420,187,2,0,0,Americas
2020-06-14,Japan,17369,927,15514,928,76,0,56,Western Pacific
2020-06-14,Jordan,961,9,682,270,8,0,4,Eastern Mediterranean
2020-06-14,Kazakhstan,14496,77,9188,5231,258,4,359,Europe
2020-06-14,Kenya,3594,103,1253,2238,137,3,32,Africa
2020-06-14,Kosovo,1437,32,928,477,0,0,0,Europe
2020-06-14,Kuwait,35920,296,26759,8865,454,7,877,Eastern Mediterranean
2020-06-14,Kyrgyzstan,2285,27,1791,467,78,0,69,Europe
2020-06-14,Laos,19,0,19,0,0,0,0,Western Pacific
2020-06-14,Latvia,1097,28,845,224,0,0,0,Europe
2020-06-14,Lebanon,1446,32,868,546,4,0,0,Eastern Mediterranean
2020-06-14,Lesotho,4,0,2,2,0,0,0,Africa
2020-06-14,Liberia,458,32,219,207,12,0,5,Africa
2020-06-14,Libya,454,10,63,381,36,2,1,Eastern Mediterranean
2020-06-14,Liechtenstein,82,1,81,0,0,0,0,Europe
2020-06-14,Lithuania,1768,75,1427,266,5,0,11,Europe
2020-06-14,Luxembourg,4070,110,3929,31,7,0,7,Europe
2020-06-14,Madagascar,1272,10,367,895,20,0,5,Africa
2020-06-14,Malawi,547,6,69,472,18,1,3,Africa
2020-06-14,Malaysia,8453,121,7346,986,8,1,35,Western Pacific
2020-06-14,Maldives,2035,8,1311,716,22,0,94,South-East Asia
2020-06-14,Mali,1809,104,1088,617,33,0,30,Africa
2020-06-14,Malta,649,9,603,37,3,0,2,Europe
2020-06-14,Mauritania,1783,87,332,1364,101,4,21,Africa
2020-06-14,Mauritius,337,10,325,2,0,0,0,Africa
2020-06-14,Mexico,146837,17141,107298,22398,4147,269,3220,Americas
2020-06-14,Moldova,11740,406,6623,4711,281,8,202,Europe
2020-06-14,Monaco,99,4,93,2,0,0,0,Europe
2020-06-14,Mongolia,197,0,98,99,0,0,0,Western Pacific
2020-06-14,Montenegro,325,9,315,1,1,0,0,Europe
2020-06-14,Morocco,8793,212,7765,816,101,0,69,Eastern Mediterranean
2020-06-14,Mozambique,583,3,0,580,30,1,0,Africa
2020-06-14,Namibia,32,0,17,15,0,0,0,Africa
2020-06-14,Nepal,5760,19,974,4767,425,1,61,South-East Asia
2020-06-14,Netherlands,48983,6078,174,42731,143,2,0,Europe
2020-06-14,New Zealand,1504,22,1482,0,0,0,0,Western Pacific
2020-06-14,Nicaragua,1464,55,953,456,0,0,0,Americas
2020-06-14,Niger,980,66,885,29,0,0,4,Africa
2020-06-14,Nigeria,16085,420,5220,10445,403,13,119,Africa
2020-06-14,North Macedonia,4057,188,1710,2159,162,9,5,Europe
2020-06-14,Norway,8631,242,8138,251,3,0,0,Europe
2020-06-14,Oman,23481,104,8454,14923,1404,5,924,Eastern Mediterranean
2020-06-14,Pakistan,144478,2729,53721,88028,12073,178,3665,Eastern Mediterranean
2020-06-14,Panama,21418,437,13766,7215,1359,8,7,Americas
2020-06-14,Papua New Guinea,8,0,8,0,0,0,0,Western Pacific
2020-06-14,Paraguay,1289,11,650,628,28,0,3,Americas
2020-06-14,Peru,229736,6688,115579,107469,8987,380,3855,Americas
2020-06-14,Philippines,25930,1088,5954,18888,538,14,248,Western Pacific
2020-06-14,Poland,29392,1247,14226,13919,375,10,122,Europe
2020-06-14,Portugal,36690,1517,22669,12504,227,5,231,Europe
2020-06-14,Qatar,79602,73,56898,22631,1186,3,1646,Eastern Mediterranean
2020-06-14,Romania,21999,1410,15719,4870,320,16,84,Europe
2020-06-14,Russia,528267,6938,279536,241793,8809,119,5408,Europe
2020-06-14,Rwanda,582,2,332,248,41,0,0,Africa
2020-06-14,Saint Kitts and Nevis,15,0,15,0,0,0,0,Americas
2020-06-14,Saint Lucia,19,0,18,1,0,0,0,Americas
2020-06-14,Saint Vincent and the Grenadines,27,0,25,2,0,0,0,Americas
2020-06-14,San Marino,694,42,520,132,0,0,0,Europe
2020-06-14,Sao Tome and Principe,661,12,177,472,2,0,1,Africa
2020-06-14,Saudi Arabia,127541,972,84720,41849,4233,40,2172,Eastern Mediterranean
2020-06-14,Senegal,5090,60,3344,1686,94,0,116,Africa
2020-06-14,Serbia,12310,254,11511,545,59,1,46,Europe
2020-06-14,Seychelles,11,0,11,0,0,0,0,Africa
2020-06-14,Sierra Leone,1169,51,680,438,37,0,10,Africa
2020-06-14,Singapore,40604,26,29589,10989,407,0,781,Western Pacific
2020-06-14,Slovakia,1548,28,1410,110,3,0,0,Europe
2020-06-14,Slovenia,1495,109,1359,27,3,0,0,Europe
2020-06-14,Somalia,2618,88,577,1953,39,1,18,Eastern Mediterranean
2020-06-14,South Africa,70038,1480,38531,30027,4302,57,1681,Africa
2020-06-14,South Korea,12121,277,10730,1114,36,0,12,Western Pacific
2020-06-14,South Sudan,1693,27,49,1617,0,0,0,Africa
2020-06-14,Spain,243928,27136,150376,66416,323,0,0,Europe
2020-06-14,Sri Lanka,1889,11,1287,591,5,0,35,South-East Asia
2020-06-14,Sudan,7220,459,2610,4151,213,12,54,Eastern Mediterranean
2020-06-14,Suriname,208,3,9,196,12,0,0,Americas
2020-06-14,Sweden,51614,4874,0,46740,683,0,0,Europe
2020-06-14,Switzerland,31117,1938,28800,379,23,0,0,Europe
2020-06-14,Syria,177,6,0,171,7,0,0,Eastern Mediterranean
2020-06-14,Taiwan*,443,7,431,5,0,0,0,Western Pacific
2020-06-14,Tajikistan,5035,50,3409,1576,64,0,121,Europe
2020-06-14,Tanzania,509,21,183,305,0,0,0,Africa
2020-06-14,Thailand,3135,58,2987,90,1,0,0,South-East Asia
2020-06-14,Timor-Leste,24,0,0,24,0,0,0,South-East Asia
2020-06-14,Togo,530,13,291,226,0,0,0,Africa
2020-06-14,Trinidad and Tobago,123,8,109,6,6,0,0,Americas
2020-06-14,Tunisia,1096,49,998,49,2,0,3,Eastern Mediterranean
2020-06-14,Turkey,178239,4807,151417,22015,1562,15,1330,Europe
2020-06-14,US,2094366,116382,561816,1416168,19824,298,5210,Americas
2020-06-14,Uganda,696,0,240,456,2,0,21,Africa
2020-06-14,Ukraine,31851,899,14596,16356,674,9,107,Europe
2020-06-14,United Arab Emirates,42294,289,27462,14543,304,1,701,Eastern Mediterranean
2020-06-14,United Kingdom,272857,41885,1283,229689,807,36,0,Europe
2020-06-14,Uruguay,848,23,788,37,1,0,4,Americas
2020-06-14,Uzbekistan,5080,19,3943,1118,114,0,69,Europe
2020-06-14,Venezuela,2978,25,835,2118,74,1,348,Americas
2020-06-14,Vietnam,334,0,323,11,0,0,0,Western Pacific
2020-06-14,West Bank and Gaza,492,3,415,74,3,0,0,Eastern Mediterranean
2020-06-14,Western Sahara,9,1,8,0,0,0,0,Africa
2020-06-14,Yemen,728,164,53,511,23,4,14,Eastern Mediterranean
2020-06-14,Zambia,1358,11,1122,225,1,1,18,Africa
2020-06-14,Zimbabwe,383,4,54,325,27,0,0,Africa
2020-06-15,Afghanistan,25527,478,5164,19885,761,7,439,Eastern Mediterranean
2020-06-15,Albania,1590,36,1055,499,69,0,11,Europe
2020-06-15,Algeria,11031,777,7735,2519,112,10,129,Africa
2020-06-15,Andorra,853,51,789,13,0,0,8,Europe
2020-06-15,Angola,142,6,64,72,2,0,3,Africa
2020-06-15,Antigua and Barbuda,26,3,20,3,0,0,0,Americas
2020-06-15,Argentina,32785,854,9891,22040,1208,21,327,Americas
2020-06-15,Armenia,17064,285,6276,10503,397,16,62,Europe
2020-06-15,Australia,7347,102,6856,389,12,0,5,Western Pacific
2020-06-15,Austria,17135,678,16066,391,26,1,7,Europe
2020-06-15,Azerbaijan,10324,122,5739,4463,367,3,156,Europe
2020-06-15,Bahamas,103,11,68,24,0,0,0,Americas
2020-06-15,Bahrain,19013,46,13267,5700,786,4,449,Eastern Mediterranean
2020-06-15,Bangladesh,90619,1209,18731,70679,3099,38,1,South-East Asia
2020-06-15,Barbados,97,7,83,7,1,0,0,Americas
2020-06-15,Belarus,54680,312,30420,23948,707,4,317,Europe
2020-06-15,Belgium,60100,9661,16610,33829,71,6,21,Europe
2020-06-15,Belize,21,2,16,3,1,0,0,Americas
2020-06-15,Benin,483,9,232,242,41,3,4,Africa
2020-06-15,Bhutan,67,0,22,45,1,0,1,South-East Asia
2020-06-15,Bolivia,19073,632,3430,15011,614,21,317,Americas
2020-06-15,Bosnia and Herzegovina,3040,165,2162,713,147,2,43,Europe
2020-06-15,Botswana,60,1,24,35,0,0,0,Africa
2020-06-15,Brazil,888271,43959,477709,366603,20647,627,8568,Americas
2020-06-15,Brunei,141,2,138,1,0,0,0,Western Pacific
2020-06-15,Bulgaria,3341,176,1784,1381,51,2,54,Europe
2020-06-15,Burkina Faso,894,53,804,37,0,0,5,Africa
2020-06-15,Burma,262,6,175,81,1,0,8,South-East Asia
2020-06-15,Burundi,85,1,45,39,0,0,0,Africa
2020-06-15,Cabo Verde,760,7,340,413,10,1,39,Africa
2020-06-15,Cambodia,128,0,125,3,0,0,0,Western Pacific
2020-06-15,Cameroon,9864,276,5570,4018,1183,64,734,Africa
2020-06-15,Canada,100750,8227,0,92523,359,10,0,Americas
2020-06-15,Central African Republic,2222,7,369,1846,165,0,6,Africa
2020-06-15,Chad,850,73,720,57,0,0,0,Africa
2020-06-15,Chile,213715,3362,148792,61561,5143,39,5088,Americas
2020-06-15,China,84378,4638,77913,1827,43,0,7,Western Pacific
2020-06-15,Colombia,53063,1726,19985,31352,2124,59,525,Americas
2020-06-15,Comoros,176,2,114,60,0,0,0,Africa
2020-06-15,Congo (Brazzaville),883,27,391,465,155,3,170,Africa
2020-06-15,Congo (Kinshasa),4837,112,613,4112,59,5,13,Africa
2020-06-15,Costa Rica,1744,12,771,961,29,0,19,Americas
2020-06-15,Cote d'Ivoire,5439,46,2590,2803,355,1,85,Africa
2020-06-15,Croatia,2254,107,2140,7,2,0,6,Europe
2020-06-15,Cuba,2262,84,1965,213,14,0,17,Americas
2020-06-15,Cyprus,985,18,807,160,2,0,0,Europe
2020-06-15,Czechia,10064,330,7296,2438,40,1,70,Europe
2020-06-15,Denmark,12404,598,11277,529,24,1,22,Europe
2020-06-15,Djibouti,4501,43,3183,1275,36,0,233,Eastern Mediterranean
2020-06-15,Dominica,18,0,16,2,0,0,0,Americas
2020-06-15,Dominican Republic,23271,605,14025,8641,309,13,705,Americas
2020-06-15,Ecuador,47322,3929,23349,20044,571,33,285,Americas
2020-06-15,Egypt,46289,1672,12329,32288,1691,97,398,Eastern Mediterranean
2020-06-15,El Salvador,3826,74,1926,1826,106,0,80,Americas
2020-06-15,Equatorial Guinea,1306,12,200,1094,0,0,0,Africa
2020-06-15,Eritrea,109,0,39,70,13,0,0,Africa
2020-06-15,Estonia,1974,69,1717,188,1,0,12,Europe
2020-06-15,Eswatini,506,4,249,253,16,0,0,Africa
2020-06-15,Ethiopia,3521,60,620,2841,176,3,75,Africa
2020-06-15,Fiji,18,0,18,0,0,0,0,Western Pacific
2020-06-15,Finland,7108,326,6200,582,4,0,0,Europe
2020-06-15,France,194631,29439,73168,92024,152,29,186,Europe
2020-06-15,Gabon,4033,27,1334,2672,570,4,310,Africa
2020-06-15,Gambia,30,1,24,5,2,0,0,Africa
2020-06-15,Georgia,879,14,704,161,15,0,1,Europe
2020-06-15,Germany,187682,8807,172692,6183,164,6,603,Europe
2020-06-15,Ghana,11964,54,4258,7652,0,0,0,Africa
2020-06-15,Greece,3134,184,1374,1576,13,1,0,Europe
2020-06-15,Greenland,13,0,13,0,0,0,0,Europe
2020-06-15,Grenada,23,0,22,1,0,0,0,Americas
2020-06-15,Guatemala,10272,399,1966,7907,427,15,80,Americas
2020-06-15,Guinea,4572,26,3259,1287,40,1,25,Africa
2020-06-15,Guinea-Bissau,1492,15,153,1324,32,0,0,Africa
2020-06-15,Guyana,159,12,99,48,0,0,0,Americas
2020-06-15,Haiti,4441,76,24,4341,276,6,0,Americas
2020-06-15,Holy See,12,0,12,0,0,0,0,Europe
2020-06-15,Honduras,9178,322,1025,7831,320,10,58,Americas
2020-06-15,Hungary,4076,563,2485,1028,7,1,3,Europe
2020-06-15,Iceland,1811,10,1797,4,1,0,1,Europe
2020-06-15,India,343091,9900,180013,153178,10667,380,10215,South-East Asia
2020-06-15,Indonesia,39294,2198,15123,21973,1017,64,592,South-East Asia
2020-06-15,Iran,189876,8950,150590,30336,2449,113,1916,Eastern Mediterranean
2020-06-15,Iraq,21315,652,9271,11392,1106,45,1150,Eastern Mediterranean
2020-06-15,Ireland,25321,1706,22698,917,18,0,0,Europe
2020-06-15,Israel,19237,302,15415,3520,182,2,40,Europe
2020-06-15,Italy,237290,34371,177010,25909,301,26,640,Europe
2020-06-15,Jamaica,621,10,430,181,4,0,10,Americas
2020-06-15,Japan,17439,929,15567,943,70,2,53,Western Pacific
2020-06-15,Jordan,979,9,692,278,18,0,10,Eastern Mediterranean
2020-06-15,Kazakhstan,15192,81,9388,5723,696,4,200,Europe
2020-06-15,Kenya,3727,104,1286,2337,133,1,33,Africa
2020-06-15,Kosovo,1486,33,953,500,49,1,25,Europe
2020-06-15,Kuwait,36431,298,27531,8602,511,2,772,Eastern Mediterranean
2020-06-15,Kyrgyzstan,2472,28,1847,597,187,1,56,Europe
2020-06-15,Laos,19,0,19,0,0,0,0,Western Pacific
2020-06-15,Latvia,1097,28,845,224,0,0,0,Europe
2020-06-15,Lebanon,1464,32,875,557,18,0,7,Eastern Mediterranean
2020-06-15,Lesotho,4,0,2,2,0,0,0,Africa
2020-06-15,Liberia,498,33,221,244,40,1,2,Africa
2020-06-15,Libya,467,10,70,387,13,0,7,Eastern Mediterranean
2020-06-15,Liechtenstein,82,1,81,0,0,0,0,Europe
2020-06-15,Lithuania,1773,76,1429,268,5,1,2,Europe
2020-06-15,Luxembourg,4072,110,3931,31,2,0,2,Europe
2020-06-15,Madagascar,1290,10,384,896,18,0,17,Africa
2020-06-15,Malawi,555,6,69,480,8,0,0,Africa
2020-06-15,Malaysia,8494,121,7400,973,41,0,54,Western Pacific
2020-06-15,Maldives,2065,8,1540,517,30,0,229,South-East Asia
2020-06-15,Mali,1860,104,1125,631,51,0,37,Africa
2020-06-15,Malta,650,9,603,38,1,0,0,Europe
2020-06-15,Mauritania,1887,91,360,1436,104,4,28,Africa
2020-06-15,Mauritius,337,10,325,2,0,0,0,Africa
2020-06-15,Mexico,150264,17580,112292,20392,3427,439,4994,Americas
2020-06-15,Moldova,11879,411,6794,4674,139,5,171,Europe
2020-06-15,Monaco,99,4,93,2,0,0,0,Europe
2020-06-15,Mongolia,197,0,109,88,0,0,11,Western Pacific
2020-06-15,Montenegro,326,9,315,2,1,0,0,Europe
2020-06-15,Morocco,8885,212,7828,845,92,0,63,Eastern Mediterranean
2020-06-15,Mozambique,609,3,0,606,26,0,0,Africa
2020-06-15,Namibia,32,0,17,15,0,0,0,Africa
2020-06-15,Nepal,6211,19,1041,5151,451,0,67,South-East Asia
2020-06-15,Netherlands,49148,6084,179,42885,165,6,5,Europe
2020-06-15,New Zealand,1506,22,1482,2,2,0,0,Western Pacific
2020-06-15,Nicaragua,1464,55,953,456,0,0,0,Americas
2020-06-15,Niger,980,66,885,29,0,0,0,Africa
2020-06-15,Nigeria,16658,424,5349,10885,573,4,129,Africa
2020-06-15,North Macedonia,4157,193,1723,2241,100,5,13,Europe
2020-06-15,Norway,8647,242,8138,267,16,0,0,Europe
2020-06-15,Oman,24524,108,9533,14883,1043,4,1079,Eastern Mediterranean
2020-06-15,Pakistan,148921,2839,56390,89692,4443,110,2669,Eastern Mediterranean
2020-06-15,Panama,21422,448,13766,7208,4,11,0,Americas
2020-06-15,Papua New Guinea,8,0,8,0,0,0,0,Western Pacific
2020-06-15,Paraguay,1296,12,673,611,7,1,23,Americas
2020-06-15,Peru,232992,6860,119409,106723,3256,172,3830,Americas
2020-06-15,Philippines,26420,1098,6252,19070,490,10,298,Western Pacific
2020-06-15,Poland,29788,1256,14383,14149,396,9,157,Europe
2020-06-15,Portugal,37036,1520,22852,12664,346,3,183,Europe
2020-06-15,Qatar,80876,76,58681,22119,1274,3,1783,Eastern Mediterranean
2020-06-15,Romania,22165,1427,15817,4921,166,17,98,Europe
2020-06-15,Russia,536484,7081,284021,245382,8217,143,4485,Europe
2020-06-15,Rwanda,612,2,338,272,30,0,6,Africa
2020-06-15,Saint Kitts and Nevis,15,0,15,0,0,0,0,Americas
2020-06-15,Saint Lucia,19,0,18,1,0,0,0,Americas
2020-06-15,Saint Vincent and the Grenadines,27,0,25,2,0,0,0,Americas
2020-06-15,San Marino,694,42,575,77,0,0,55,Europe
2020-06-15,Sao Tome and Principe,662,12,177,473,1,0,0,Africa
2020-06-15,Saudi Arabia,132048,1011,87890,43147,4507,39,3170,Eastern Mediterranean
2020-06-15,Senegal,5173,64,3424,1685,83,4,80,Africa
2020-06-15,Serbia,12367,255,11561,551,57,1,50,Europe
2020-06-15,Seychelles,11,0,11,0,0,0,0,Africa
2020-06-15,Sierra Leone,1176,51,683,442,7,0,3,Africa
2020-06-15,Singapore,40818,26,30366,10426,214,0,777,Western Pacific
2020-06-15,Slovakia,1552,28,1410,114,4,0,0,Europe
2020-06-15,Slovenia,1496,109,1359,28,1,0,0,Europe
2020-06-15,Somalia,2642,88,622,1932,24,0,45,Eastern Mediterranean
2020-06-15,South Africa,73533,1568,39867,32098,3495,88,1336,Africa
2020-06-15,South Korea,12155,278,10760,1117,34,1,30,Western Pacific
2020-06-15,South Sudan,1693,27,49,1617,0,0,0,Africa
2020-06-15,Spain,244109,27136,150376,66597,181,0,0,Europe
2020-06-15,Sri Lanka,1905,11,1342,552,16,0,55,South-East Asia
2020-06-15,Sudan,7435,468,2720,4247,215,9,110,Eastern Mediterranean
2020-06-15,Suriname,229,5,48,176,21,2,39,Americas
2020-06-15,Sweden,52383,4891,0,47492,769,17,0,Europe
2020-06-15,Switzerland,31131,1939,28900,292,14,1,100,Europe
2020-06-15,Syria,177,6,0,171,0,0,0,Eastern Mediterranean
2020-06-15,Taiwan*,445,7,433,5,2,0,2,Western Pacific
2020-06-15,Tajikistan,5097,50,3503,1544,62,0,94,Europe
2020-06-15,Tanzania,509,21,183,305,0,0,0,Africa
2020-06-15,Thailand,3135,58,2987,90,0,0,0,South-East Asia
2020-06-15,Timor-Leste,24,0,0,24,0,0,0,South-East Asia
2020-06-15,Togo,531,13,299,219,1,0,8,Africa
2020-06-15,Trinidad and Tobago,123,8,109,6,0,0,0,Americas
2020-06-15,Tunisia,1110,49,999,62,14,0,1,Eastern Mediterranean
2020-06-15,Turkey,179831,4825,152364,22642,1592,18,947,Europe
2020-06-15,US,2114026,116773,576334,1420919,19660,391,14518,Americas
2020-06-15,Uganda,705,0,299,406,9,0,59,Africa
2020-06-15,Ukraine,32536,911,14771,16854,685,12,175,Europe
2020-06-15,United Arab Emirates,42636,291,28129,14216,342,2,667,Eastern Mediterranean
2020-06-15,United Kingdom,273888,41923,1284,230681,1031,38,1,Europe
2020-06-15,Uruguay,848,23,792,33,0,0,4,Americas
2020-06-15,Uzbekistan,5263,19,4019,1225,183,0,76,Europe
2020-06-15,Venezuela,3062,26,835,2201,84,1,0,Americas
2020-06-15,Vietnam,334,0,323,11,0,0,0,Western Pacific
2020-06-15,West Bank and Gaza,505,3,415,87,13,0,0,Eastern Mediterranean
2020-06-15,Western Sahara,9,1,8,0,0,0,0,Africa
2020-06-15,Yemen,844,208,79,557,116,44,26,Eastern Mediterranean
2020-06-15,Zambia,1382,11,1142,229,24,0,20,Africa
2020-06-15,Zimbabwe,387,4,54,329,4,0,0,Africa
2020-06-16,Afghanistan,26310,491,5508,20311,783,13,344,Eastern Mediterranean
2020-06-16,Albania,1672,37,1064,571,82,1,9,Europe
2020-06-16,Algeria,11147,788,7842,2517,116,11,107,Africa
2020-06-16,Andorra,854,52,789,13,1,1,0,Europe
2020-06-16,Angola,148,6,64,78,6,0,0,Africa
2020-06-16,Antigua and Barbuda,26,3,22,1,0,0,2,Americas
2020-06-16,Argentina,34159,878,10174,23107,1374,24,283,Americas
2020-06-16,Armenia,17489,293,6571,10625,425,8,295,Europe
2020-06-16,Australia,7370,102,6861,407,23,0,5,Western Pacific
2020-06-16,Austria,17189,681,16089,419,54,3,23,Europe
2020-06-16,Azerbaijan,10662,126,5948,4588,338,4,209,Europe
2020-06-16,Bahamas,104,11,72,21,1,0,4,Americas
2020-06-16,Bahrain,19553,47,13866,5640,540,1,599,Eastern Mediterranean
2020-06-16,Bangladesh,94481,1262,36264,56955,3862,53,17533,South-East Asia
2020-06-16,Barbados,97,7,83,7,0,0,0,Americas
2020-06-16,Belarus,55369,318,31273,23778,689,6,853,Europe
2020-06-16,Belgium,60155,9663,16625,33867,55,2,15,Europe
2020-06-16,Belize,22,2,16,4,1,0,0,Americas
2020-06-16,Benin,532,9,236,287,49,0,4,Africa
2020-06-16,Bhutan,67,0,24,43,0,0,2,South-East Asia
2020-06-16,Bolivia,19883,659,3752,15472,810,27,322,Americas
2020-06-16,Bosnia and Herzegovina,3085,168,2178,739,45,3,16,Europe
2020-06-16,Botswana,60,1,24,35,0,0,0,Africa
2020-06-16,Brazil,923189,45241,490005,387943,34918,1282,12296,Americas
2020-06-16,Brunei,141,3,138,0,0,1,0,Western Pacific
2020-06-16,Bulgaria,3453,181,1817,1455,112,5,33,Europe
2020-06-16,Burkina Faso,895,53,807,35,1,0,3,Africa
2020-06-16,Burma,262,6,179,77,0,0,4,South-East Asia
2020-06-16,Burundi,104,1,75,28,19,0,30,Africa
2020-06-16,Cabo Verde,781,7,354,420,21,0,14,Africa
2020-06-16,Cambodia,128,0,126,2,0,0,1,Western Pacific
2020-06-16,Cameroon,9864,276,5570,4018,0,0,0,Africa
2020-06-16,Canada,101074,8270,0,92804,324,43,0,Americas
2020-06-16,Central African Republic,2410,14,396,2000,188,7,27,Africa
2020-06-16,Chad,853,74,720,59,3,1,0,Africa
2020-06-16,Chile,218728,3383,156232,59113,5013,21,7440,Americas
2020-06-16,China,84422,4638,77917,1867,44,0,4,Western Pacific
2020-06-16,Colombia,54931,1801,19986,33144,1868,75,1,Americas
2020-06-16,Comoros,197,3,127,67,21,1,13,Africa
2020-06-16,Congo (Brazzaville),883,27,391,465,0,0,0,Africa
2020-06-16,Congo (Kinshasa),4974,112,628,4234,137,0,15,Africa
2020-06-16,Costa Rica,1796,12,794,990,52,0,23,Americas
2020-06-16,Cote d'Ivoire,5679,46,2637,2996,240,0,47,Africa
2020-06-16,Croatia,2255,107,2140,8,1,0,0,Europe
2020-06-16,Cuba,2273,84,1994,195,11,0,29,Americas
2020-06-16,Cyprus,985,18,816,151,0,0,9,Europe
2020-06-16,Czechia,10111,331,7358,2422,47,1,62,Europe
2020-06-16,Denmark,12437,598,11312,527,33,0,35,Europe
2020-06-16,Djibouti,4539,43,3324,1172,38,0,141,Eastern Mediterranean
2020-06-16,Dominica,18,0,16,2,0,0,0,Americas
2020-06-16,Dominican Republic,23686,615,14133,8938,415,10,108,Americas
2020-06-16,Ecuador,47943,3970,23684,20289,621,41,335,Americas
2020-06-16,Egypt,47856,1766,12730,33360,1567,94,401,Eastern Mediterranean
2020-06-16,El Salvador,3941,76,2041,1824,115,2,115,Americas
2020-06-16,Equatorial Guinea,1664,32,515,1117,358,20,315,Africa
2020-06-16,Eritrea,121,0,39,82,12,0,0,Africa
2020-06-16,Estonia,1975,69,1728,178,1,0,11,Europe
2020-06-16,Eswatini,520,4,259,257,14,0,10,Africa
2020-06-16,Ethiopia,3630,61,738,2831,109,1,118,Africa
2020-06-16,Fiji,18,0,18,0,0,0,0,Western Pacific
2020-06-16,Finland,7112,326,6200,586,4,0,0,Europe
2020-06-16,France,194975,29550,73459,91966,344,111,291,Europe
2020-06-16,Gabon,4114,29,1432,2653,81,2,98,Africa
2020-06-16,Gambia,34,1,24,9,4,0,0,Africa
2020-06-16,Georgia,879,14,724,141,0,0,20,Europe
2020-06-16,Germany,188252,8820,172842,6590,570,13,150,Europe
2020-06-16,Ghana,12193,58,4326,7809,229,4,68,Africa
2020-06-16,Greece,3148,185,1374,1589,14,1,0,Europe
2020-06-16,Greenland,13,0,13,0,0,0,0,Europe
2020-06-16,Grenada,23,0,22,1,0,0,0,Americas
2020-06-16,Guatemala,10706,418,2096,8192,434,19,130,Americas
2020-06-16,Guinea,4639,26,3327,1286,67,0,68,Africa
2020-06-16,Guinea-Bissau,1492,15,153,1324,0,0,0,Africa
2020-06-16,Guyana,171,12,99,60,12,0,0,Americas
2020-06-16,Haiti,4547,80,24,4443,106,4,0,Americas
2020-06-16,Holy See,12,0,12,0,0,0,0,Europe
2020-06-16,Honduras,9656,330,1075,8251,478,8,50,Americas
2020-06-16,Hungary,4077,565,2516,996,1,2,31,Europe
2020-06-16,Iceland,1812,10,1796,6,1,0,-1,Europe
2020-06-16,India,354065,11903,186935,155227,10974,2003,6922,South-East Asia
2020-06-16,Indonesia,40400,2231,15703,22466,1106,33,580,South-East Asia
2020-06-16,Iran,192439,9065,152675,30699,2563,115,2085,Eastern Mediterranean
2020-06-16,Iraq,22700,712,9862,12126,1385,60,591,Eastern Mediterranean
2020-06-16,Ireland,25334,1709,22698,927,13,3,0,Europe
2020-06-16,Israel,19495,302,15449,3744,258,0,34,Europe
2020-06-16,Italy,237500,34405,178526,24569,210,34,1516,Europe
2020-06-16,Jamaica,621,10,449,162,0,0,19,Americas
2020-06-16,Japan,17484,934,15652,898,45,5,85,Western Pacific
2020-06-16,Jordan,981,9,693,279,2,0,1,Eastern Mediterranean
